Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,ERP_Code,Note,Tags,Sheen,Profile,Visual_Pattern,Tactile_Texture,Material,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,eliasWoodwork,Folkstone Grey,#bcbcbc,0.7945868388027522,0.0008657086180915454,282.7063323118607,,,Paints,,,,,,D65,10,M1,2026-07-02T16:27:17.463Z,Nix Spectro L,4.05023360e-1,4.63131654e-1,4.93554199e-1,5.04522014e-1,5.07420361e-1,5.09895694e-1,5.10627711e-1,5.08342361e-1,5.05678523e-1,5.03216588e-1,5.03443968e-1,5.03612018e-1,5.02767587e-1,5.01341140e-1,5.00613135e-1,4.98314220e-1,4.96491235e-1,4.97724378e-1,5.02230120e-1,5.07875347e-1,5.09287477e-1,5.06232357e-1,5.02129614e-1,4.98562241e-1,4.95255619e-1,4.94457453e-1,4.91486579e-1,4.88402635e-1,4.86012101e-1,4.84192461e-1,4.82653540e-1,"[0.40502336,0.463131654,0.493554199,0.504522014,0.507420361,0.509895694,0.510627711,0.508342361,0.505678523,0.503216588,0.503443968,0.503612018,0.502767587,0.50134114,0.500613135,0.49831422,0.496491235,0.497724378,0.50223012,0.507875347,0.509287477,0.506232357,0.502129614,0.498562241,0.495255619,0.494457453,0.491486579,0.488402635,0.486012101,0.484192461,0.48265354]"
DB,eliasWoodwork,Duck Green,#3b4239,0.3706974849568998,0.01833781887974983,139.99753376083697,,,Paints,,,,,,D65,10,M1,2026-07-02T16:28:00.620Z,Nix Spectro L,3.77400734e-2,4.08291593e-2,4.12351884e-2,4.13238086e-2,4.14745301e-2,4.17934291e-2,4.23102334e-2,4.31143790e-2,4.45887417e-2,4.68948483e-2,5.00673793e-2,5.32166064e-2,5.52978396e-2,5.62449314e-2,5.61167933e-2,5.51090784e-2,5.39900087e-2,5.30532308e-2,5.18906929e-2,4.98916224e-2,4.76137340e-2,4.55944732e-2,4.41485912e-2,4.32342254e-2,4.24977593e-2,4.19944130e-2,4.15054783e-2,4.12447497e-2,4.11524199e-2,4.11008991e-2,4.10086222e-2,"[0.0377400734,0.0408291593,0.0412351884,0.0413238086,0.0414745301,0.0417934291,0.0423102334,0.043114379,0.0445887417,0.0468948483,0.0500673793,0.0532166064,0.0552978396,0.0562449314,0.0561167933,0.0551090784,0.0539900087,0.0530532308,0.0518906929,0.0498916224,0.047613734,0.0455944732,0.0441485912,0.0432342254,0.0424977593,0.041994413,0.0415054783,0.0412447497,0.0411524199,0.0411008991,0.0410086222]"
DB,eliasWoodwork,Cushing Green,#5f6d5f,0.5190822708081311,0.027364618149786583,144.89596931925064,,,Paints,,,,,,D65,10,M1,2026-07-02T16:28:44.145Z,Nix Spectro L,5.27691260e-2,7.41290897e-2,9.40324992e-2,1.05336498e-1,1.13828139e-1,1.20286302e-1,1.24594131e-1,1.27021486e-1,1.28694901e-1,1.30915707e-1,1.35816550e-1,1.43275446e-1,1.49348882e-1,1.53141043e-1,1.54204491e-1,1.53126273e-1,1.52447921e-1,1.51713133e-1,1.47689745e-1,1.38003796e-1,1.27345297e-1,1.18903768e-1,1.13449864e-1,1.10285401e-1,1.08046287e-1,1.06934942e-1,1.06741756e-1,1.08188522e-1,1.10621059e-1,1.12907581e-1,1.14799730e-1,"[0.052769126,0.0741290897,0.0940324992,0.105336498,0.113828139,0.120286302,0.124594131,0.127021486,0.128694901,0.130915707,0.13581655,0.143275446,0.149348882,0.153141043,0.154204491,0.153126273,0.152447921,0.151713133,0.147689745,0.138003796,0.127345297,0.118903768,0.113449864,0.110285401,0.108046287,0.106934942,0.106741756,0.108188522,0.110621059,0.112907581,0.11479973]"
DB,eliasWoodwork,Black of Night,#2b2f33,0.30174579863274625,0.010312819692885857,251.5472467233201,,,Paints,,,,,,D65,10,M1,2026-07-02T16:29:28.003Z,Nix Spectro L,3.50762546e-2,3.66530359e-2,3.56646828e-2,3.47277783e-2,3.38719659e-2,3.31042208e-2,3.23651917e-2,3.17485120e-2,3.13516911e-2,3.08729623e-2,3.04374110e-2,2.97775943e-2,2.91054040e-2,2.85087194e-2,2.81209201e-2,2.77572945e-2,2.72831485e-2,2.68979196e-2,2.67025054e-2,2.63315525e-2,2.57631119e-2,2.50114344e-2,2.42841333e-2,2.38561571e-2,2.36330669e-2,2.35478833e-2,2.33549610e-2,2.31349587e-2,2.29409859e-2,2.27861635e-2,2.26119779e-2,"[0.0350762546,0.0366530359,0.0356646828,0.0347277783,0.0338719659,0.0331042208,0.0323651917,0.031748512,0.0313516911,0.0308729623,0.030437411,0.0297775943,0.029105404,0.0285087194,0.0281209201,0.0277572945,0.0272831485,0.0268979196,0.0267025054,0.0263315525,0.0257631119,0.0250114344,0.0242841333,0.0238561571,0.0236330669,0.0235478833,0.023354961,0.0231349587,0.0229409859,0.0227861635,0.0226119779]"
DB,eliasWoodwork,Cumin,#a79c8f,0.6986626256828726,0.02282820085387431,70.73147188546955,,,Paints,,,,,,D65,10,M1,2026-07-02T16:30:38.809Z,Nix Spectro L,1.90228492e-1,2.29764429e-1,2.57162738e-1,2.70854789e-1,2.79566479e-1,2.86157292e-1,2.89985329e-1,2.91191173e-1,2.91774386e-1,2.92762154e-1,2.97182077e-1,3.05069131e-1,3.13671929e-1,3.21259421e-1,3.27765685e-1,3.34432155e-1,3.44833636e-1,3.56998777e-1,3.65929592e-1,3.72228658e-1,3.73871714e-1,3.72073668e-1,3.69844139e-1,3.67253458e-1,3.63906193e-1,3.61939520e-1,3.58748871e-1,3.56049544e-1,3.53880465e-1,3.52111751e-1,3.50571328e-1,"[0.190228492,0.229764429,0.257162738,0.270854789,0.279566479,0.286157292,0.289985329,0.291191173,0.291774386,0.292762154,0.297182077,0.305069131,0.313671929,0.321259421,0.327765685,0.334432155,0.344833636,0.356998777,0.365929592,0.372228658,0.373871714,0.372073668,0.369844139,0.367253458,0.363906193,0.36193952,0.358748871,0.356049544,0.353880465,0.352111751,0.350571328]"
DB,eliasWoodwork,Cappuccino Froth,#c7bfb6,0.8087982263824435,0.014938943050380793,71.52070952734056,,,Paints,,,,,,D65,10,M1,2026-07-02T16:31:30.536Z,Nix Spectro L,3.80969805e-1,4.31269932e-1,4.54401606e-1,4.63682371e-1,4.67763364e-1,4.73415530e-1,4.80416936e-1,4.87596542e-1,4.97759420e-1,5.09736896e-1,5.15750229e-1,5.12003720e-1,5.08665550e-1,5.07183456e-1,5.08783627e-1,5.13160086e-1,5.23997045e-1,5.39180899e-1,5.51299143e-1,5.60012138e-1,5.62990475e-1,5.61216819e-1,5.58328295e-1,5.54974091e-1,5.51055288e-1,5.49517584e-1,5.45733500e-1,5.42416811e-1,5.40239525e-1,5.38792145e-1,5.37800062e-1,"[0.380969805,0.431269932,0.454401606,0.463682371,0.467763364,0.47341553,0.480416936,0.487596542,0.49775942,0.509736896,0.515750229,0.51200372,0.50866555,0.507183456,0.508783627,0.513160086,0.523997045,0.539180899,0.551299143,0.560012138,0.562990475,0.561216819,0.558328295,0.554974091,0.551055288,0.549517584,0.5457335,0.542416811,0.540239525,0.538792145,0.537800062]"
DB,eliasWoodwork,Anchor,#38424a,0.3721644560524175,0.019235532687254954,244.27328605888727,,,Paints,,,,,,D65,10,M1,2026-07-02T16:32:11.556Z,Nix Spectro L,6.62604511e-2,7.07678795e-2,7.06122950e-2,6.96149394e-2,6.82546467e-2,6.71223447e-2,6.60009548e-2,6.48468345e-2,6.38678029e-2,6.27247207e-2,6.16688348e-2,6.00582868e-2,5.81368215e-2,5.62633812e-2,5.47444977e-2,5.28744310e-2,5.03159612e-2,4.79669884e-2,4.66264196e-2,4.55521971e-2,4.46502097e-2,4.40319166e-2,4.36647087e-2,4.34953459e-2,4.34430659e-2,4.35502522e-2,4.32653837e-2,4.26456138e-2,4.18747596e-2,4.11863245e-2,4.05289635e-2,"[0.0662604511,0.0707678795,0.070612295,0.0696149394,0.0682546467,0.0671223447,0.0660009548,0.0648468345,0.0638678029,0.0627247207,0.0616688348,0.0600582868,0.0581368215,0.0562633812,0.0547444977,0.052874431,0.0503159612,0.0479669884,0.0466264196,0.0455521971,0.0446502097,0.0440319166,0.0436647087,0.0434953459,0.0434430659,0.0435502522,0.0432653837,0.0426456138,0.0418747596,0.0411863245,0.0405289635]"
DB,eliasWoodwork,Sandstone,#d4cebd,0.8521084798339535,0.02428605002640201,90.9430229192568,,,Paints,,,,,,D65,10,M1,2026-07-02T16:32:58.538Z,Nix Spectro L,4.35302532e-1,4.88688976e-1,5.08841896e-1,5.14559877e-1,5.14611948e-1,5.17247665e-1,5.22021580e-1,5.27336657e-1,5.36999726e-1,5.52919877e-1,5.73826241e-1,5.92821324e-1,6.06391406e-1,6.14419508e-1,6.18260157e-1,6.18577015e-1,6.21668291e-1,6.29109132e-1,6.37829959e-1,6.47293043e-1,6.51343632e-1,6.50320184e-1,6.48272085e-1,6.45368266e-1,6.41746759e-1,6.41269386e-1,6.38381839e-1,6.35896087e-1,6.34311771e-1,6.33385670e-1,6.32667804e-1,"[0.435302532,0.488688976,0.508841896,0.514559877,0.514611948,0.517247665,0.52202158,0.527336657,0.536999726,0.552919877,0.573826241,0.592821324,0.606391406,0.614419508,0.618260157,0.618577015,0.621668291,0.629109132,0.637829959,0.647293043,0.651343632,0.650320184,0.648272085,0.645368266,0.641746759,0.641269386,0.638381839,0.635896087,0.634311771,0.63338567,0.632667804]"
DB,eliasWoodwork,Newburg,#3e545f,0.43111241750789925,0.03246997348508163,230.4752175906052,,,Paints,,,,,,D65,10,M1,2026-07-02T16:33:41.848Z,Nix Spectro L,8.99511337e-2,1.01751840e-1,1.08254224e-1,1.10690877e-1,1.11513661e-1,1.11989637e-1,1.11746685e-1,1.10591935e-1,1.09002239e-1,1.07106121e-1,1.05655096e-1,1.03402801e-1,9.97142300e-2,9.55015123e-2,9.11461219e-2,8.50627393e-2,7.71604940e-2,6.98505551e-2,6.51894838e-2,6.18468441e-2,5.99642277e-2,6.02309041e-2,6.17235899e-2,6.28566444e-2,6.36279881e-2,6.44647524e-2,6.44956529e-2,6.36002332e-2,6.20274551e-2,6.05086401e-2,5.90064593e-2,"[0.0899511337,0.10175184,0.108254224,0.110690877,0.111513661,0.111989637,0.111746685,0.110591935,0.109002239,0.107106121,0.105655096,0.103402801,0.09971423,0.0955015123,0.0911461219,0.0850627393,0.077160494,0.0698505551,0.0651894838,0.0618468441,0.0599642277,0.0602309041,0.0617235899,0.0628566444,0.0636279881,0.0644647524,0.0644956529,0.0636002332,0.0620274551,0.0605086401,0.0590064593]"
DB,eliasWoodwork,Muslin,#ded1be,0.8657439292685568,0.029368260212819297,76.2905502146557,,,Paints,,,,,,D65,10,M1,2026-07-02T16:34:27.016Z,Nix Spectro L,3.34339899e-1,4.15328056e-1,4.74409133e-1,5.04427087e-1,5.23590028e-1,5.37840438e-1,5.46603274e-1,5.49927187e-1,5.51712096e-1,5.55371964e-1,5.66843891e-1,5.85388279e-1,6.03834486e-1,6.19260323e-1,6.31199670e-1,6.42290986e-1,6.60433042e-1,6.81139970e-1,6.90908575e-1,6.90039480e-1,6.87133205e-1,6.91771817e-1,7.03051984e-1,7.09626687e-1,7.12508941e-1,7.18645740e-1,7.21973383e-1,7.23936605e-1,7.23616731e-1,7.23299193e-1,7.22315884e-1,"[0.334339899,0.415328056,0.474409133,0.504427087,0.523590028,0.537840438,0.546603274,0.549927187,0.551712096,0.555371964,0.566843891,0.585388279,0.603834486,0.619260323,0.63119967,0.642290986,0.660433042,0.68113997,0.690908575,0.69003948,0.687133205,0.691771817,0.703051984,0.709626687,0.712508941,0.71864574,0.721973383,0.723936605,0.723616731,0.723299193,0.722315884]"
DB,eliasWoodwork,Vanilla Ice Cream,#f6f1e2,0.9586982484557538,0.0212570401609763,93.1584985435943,,,Paints,,,,,,D65,10,M1,2026-07-02T16:37:22.378Z,Nix Spectro L,5.65499127e-1,6.58450294e-1,7.12214100e-1,7.37256682e-1,7.51994431e-1,7.67811632e-1,7.84754324e-1,8.00752521e-1,8.21026897e-1,8.45827281e-1,8.63104856e-1,8.65909326e-1,8.66061246e-1,8.65867972e-1,8.66691530e-1,8.68404508e-1,8.79608142e-1,8.97871661e-1,9.10523272e-1,9.16130412e-1,9.15524936e-1,9.13249779e-1,9.12664509e-1,9.10570323e-1,9.07382405e-1,9.08939683e-1,9.07806385e-1,9.08491373e-1,9.11094546e-1,9.14240122e-1,9.17245066e-1,"[0.565499127,0.658450294,0.7122141,0.737256682,0.751994431,0.767811632,0.784754324,0.800752521,0.821026897,0.845827281,0.863104856,0.865909326,0.866061246,0.865867972,0.86669153,0.868404508,0.879608142,0.897871661,0.910523272,0.916130412,0.915524936,0.913249779,0.912664509,0.910570323,0.907382405,0.908939683,0.907806385,0.908491373,0.911094546,0.914240122,0.917245066]"
DB,eliasWoodwork,Van Deusen Blue,#425469,0.43858955331361293,0.04221042770813705,253.37415063233823,,,Paints,,,,,,D65,10,M1,2026-07-02T16:38:14.052Z,Nix Spectro L,1.17353228e-1,1.32469240e-1,1.39462158e-1,1.41280538e-1,1.40549612e-1,1.38932189e-1,1.36274970e-1,1.32438594e-1,1.27904457e-1,1.23212196e-1,1.18622069e-1,1.11370333e-1,1.02643189e-1,9.49105963e-2,8.90484199e-2,8.28559816e-2,7.60422289e-2,7.13974163e-2,6.88096702e-2,6.52040586e-2,6.24997228e-2,6.33200660e-2,6.71652064e-2,7.07989067e-2,7.41524801e-2,7.84773976e-2,8.19523618e-2,8.24556276e-2,7.97683612e-2,7.68797889e-2,7.34140784e-2,"[0.117353228,0.13246924,0.139462158,0.141280538,0.140549612,0.138932189,0.13627497,0.132438594,0.127904457,0.123212196,0.118622069,0.111370333,0.102643189,0.0949105963,0.0890484199,0.0828559816,0.0760422289,0.0713974163,0.0688096702,0.0652040586,0.0624997228,0.063320066,0.0671652064,0.0707989067,0.0741524801,0.0784773976,0.0819523618,0.0824556276,0.0797683612,0.0768797889,0.0734140784]"
DB,eliasWoodwork,Bedrock,#747774,0.5664462333568819,0.006204494448316686,141.5313449737182,,,Paints,,,,,,D65,10,M1,2026-07-02T16:39:02.212Z,Nix Spectro L,1.59111723e-1,1.73818699e-1,1.76969251e-1,1.76882643e-1,1.75468990e-1,1.74886006e-1,1.74719435e-1,1.74680576e-1,1.75730044e-1,1.77715325e-1,1.80781081e-1,1.83295658e-1,1.84854349e-1,1.85432577e-1,1.85564062e-1,1.84845647e-1,1.84071112e-1,1.83927310e-1,1.83961579e-1,1.83132350e-1,1.81037340e-1,1.78194314e-1,1.75619909e-1,1.73593107e-1,1.71577775e-1,1.70120135e-1,1.67767760e-1,1.65298659e-1,1.63116691e-1,1.61292675e-1,1.59762990e-1,"[0.159111723,0.173818699,0.176969251,0.176882643,0.17546899,0.174886006,0.174719435,0.174680576,0.175730044,0.177715325,0.180781081,0.183295658,0.184854349,0.185432577,0.185564062,0.184845647,0.184071112,0.18392731,0.183961579,0.18313235,0.18103734,0.178194314,0.175619909,0.173593107,0.171577775,0.170120135,0.16776776,0.165298659,0.163116691,0.161292675,0.15976299]"
